#{"t_start": 1759916674.239432, "env_id": "None"}
r,l,t
999.152847,500,164.28601
1374.966829,500,166.956947
999.722728,500,167.851845
1115.507363,500,168.804669
1116.864675,500,169.761277
1376.610308,500,170.704257
1376.591351,500,173.330266
999.055621,500,174.280242
1116.50425,500,175.236579
1116.643005,500,176.200382
369.644051,188,181.246349
1371.272861,500,182.136108
221.48257,114,182.372175
1108.038927,500,183.344618
1376.150275,500,184.267521
1109.604099,500,186.96917
1116.481735,500,187.906239
1036.147996,500,188.876659
1112.287305,500,189.816221
1030.770048,500,192.523138
1024.364234,500,193.45967
999.928382,500,194.433203
1035.851469,500,195.353107
1115.157583,500,198.079728
1117.073054,500,198.997239
1374.032162,500,199.971752
773.081338,376,200.656624
999.097968,500,201.641531
1116.993062,500,204.331244
1028.636524,500,205.305552
1028.884897,500,206.231455
999.634104,500,207.215182
1019.865914,500,209.893699
247.400098,127,210.158353
474.677519,241,210.615775
1115.211807,500,211.566342
1116.24048,500,212.518613
1025.198807,500,218.156881
1022.946882,500,219.092256
695.677148,350,219.776626
1116.275402,500,220.697885
1007.284323,500,221.684048
907.435391,444,224.280974
1115.99192,500,225.273631
1115.068924,500,226.214146
1032.309292,500,227.198197
1375.822526,500,229.907046
998.268517,500,230.896914
1376.668822,500,231.825583
493.11648,250,232.317173
1375.71138,500,235.008954
1014.360618,500,235.963181
1112.93494,500,236.922176
1026.768079,500,237.886961
199.687571,103,238.093904
1014.213185,500,240.769487
999.052696,500,241.682595
998.65229,500,242.582016
