#{"t_start": 1759916674.239432, "env_id": "None"}
r,l,t
1036.812743,500,3640.411687
1376.615613,500,3641.29948
1036.448425,500,3643.899546
1036.794842,500,3644.776741
1117.226784,500,3645.669096
1036.252348,500,3646.547104
1000.223399,500,3649.040658
1376.700027,500,3649.929602
1376.700812,500,3650.837473
1036.731971,500,3651.734804
1117.533312,500,3654.238632
1000.163583,500,3655.121546
1036.620207,500,3656.01602
1036.830017,500,3656.900383
1036.830133,500,3657.805126
1036.807926,500,3663.902187
1000.208617,500,3664.786927
1036.792159,500,3665.671771
1376.650986,500,3666.569783
1376.693517,500,3669.107268
1376.697114,500,3670.012598
1376.677865,500,3670.9383
1376.603736,500,3671.87069
1376.690973,500,3674.440637
1117.193869,500,3675.360801
1000.209583,500,3676.245015
1036.823203,500,3677.160736
1376.700119,500,3679.688351
1376.62419,500,3680.594529
1376.676952,500,3681.522258
1000.155446,500,3682.43536
1376.698984,500,3684.950433
1036.812379,500,3685.879129
1036.061351,500,3686.832069
1000.179006,500,3687.739644
1036.408478,500,3690.235165
1117.382529,500,3691.13582
1376.586222,500,3692.016001
1000.202967,500,3692.920897
1000.196366,500,3699.015082
1036.784645,500,3699.926735
1036.775484,500,3700.811412
1036.384332,500,3701.709893
1036.724597,500,3704.176709
1036.794667,500,3705.079602
1117.453621,500,3705.953727
1117.50452,500,3706.842666
1036.802815,500,3709.317263
1036.5628,500,3710.198739
1117.341024,500,3711.088388
1376.640941,500,3711.979297
1376.702263,500,3714.456351
1376.701981,500,3715.347343
1376.605189,500,3716.222887
1000.233345,500,3717.109052
1376.700288,500,3717.989757
1000.164988,500,3720.467875
1376.663824,500,3721.353067
1000.137617,500,3722.252098
1376.638545,500,3723.122729
1376.701875,500,3725.648519
1000.212817,500,3726.526419
1117.471293,500,3727.415102
1000.187872,500,3728.30296
1117.4843,500,3734.380222
1036.783116,500,3735.261509
1036.788356,500,3736.159907
1376.69779,500,3737.039901
1376.669246,500,3739.551147
1376.669235,500,3740.43816
1376.640073,500,3741.336044
1117.436536,500,3742.212906
1000.172532,500,3744.979531
1376.704006,500,3745.869165
1117.486825,500,3746.760852
1117.288096,500,3747.644471
1376.70135,500,3750.469466
1376.639154,500,3751.355721
1000.14641,500,3752.262998
1117.426106,500,3753.141707
1376.702528,500,3756.353761
1117.533592,500,3757.243459
1000.179045,500,3758.136452
1376.616745,500,3759.022034
1000.16732,500,3762.003992
1376.696922,500,3762.882403
1117.244115,500,3763.797936
1036.400715,500,3764.687111
1117.140193,500,3771.037564
1036.734482,500,3771.923076
1036.764026,500,3772.814807
1000.196096,500,3773.701277
1376.638069,500,3776.348622
1036.645915,500,3777.232792
1117.379661,500,3778.129948
1376.662858,500,3779.0192
1376.615895,500,3781.522482
1000.222586,500,3782.418651
1000.175204,500,3783.310249
